anzahl;vorname;geschlecht;position
3;Mavi;w;1
3;İsa;m;1
3;Meliha;w;1
3;Ismail;m;1
3;Meva;w;1
3;Ivan;m;1
3;Mieke;w;1
3;Jari;m;1
3;Miley;w;1
3;Jonne;m;1
3;Minel;w;1
3;Josef;m;1
3;Mona;w;1
3;Joseph;m;1
3;Mya;w;1
3;Josua;m;1
3;Nea;w;1
3;Junis;m;1
3;Nektaria;w;1
3;Kadir;m;1
3;Nelia;w;1
3;Keanu;m;1
3;Neyla;w;1
3;Kiano;m;1
3;Nike;w;1
3;Kiran;m;1
3;Nour;w;1
3;Klaas;m;1
3;Patricia;w;1
3;Kuno;m;1
3;Pelin;w;1
3;Kylian;m;1
3;Rahaf;w;1
3;Laurin;m;1
3;Rania;w;1
3;Lavand;m;1
3;Robin;w;1
3;Lean;m;1
3;Romina;w;1
3;Leonas;m;1
3;Rosalia;w;1
3;Leonel;m;1
3;Rubi;w;1
3;Levent;m;1
3;Saliha;w;1
3;Lou;m;1
3;Sana;w;1
3;Lucian;m;1
3;Sonia;w;1
3;Lutz;m;1
3;Tabea;w;1
3;Mael;m;1
3;Tamina;w;1
3;Magnus;m;1
3;Tasnim;w;1
3;Maher;m;1
3;Valeria;w;1
3;Maksymilian;m;1
3;Valerie;w;1
3;Malo;m;1
3;Vera;w;1
3;Marc;m;1
3;Vivien;w;1
3;Marko;m;1
3;Xenia;w;1
3;Marlo;m;1
3;Ylva;w;1
3;Mathias;m;1
3;Ylvie;w;1
3;Mattia;m;1
3;Yusra;w;1
3;Metehan;m;1
3;Zeyneb;w;1
3;Michel;m;1
3;Zoey;w;1
3;Mick;m;1
3;Zoi;w;1
3;Milad;m;1
3;Öykü;w;1
3;Milian;m;1
3;Miraç;m;1
3;Muhammad;m;1
3;Murat;m;1
3;Nabil;m;1
3;Nathanael;m;1
3;Nelio;m;1
3;Niclas;m;1
3;Nikolaos;m;1
3;Noan;m;1
3;Noyan;m;1
3;Onur;m;1
3;Paulo;m;1
3;Per;m;1
3;Pietro;m;1
3;Quinn;m;1
3;Richard;m;1
3;Ryan;m;1
3;Samed;m;1
3;Samet;m;1
3;Samir;m;1
3;Silas;m;1
3;Sultan;m;1
3;Tarik;m;1
3;Teoman;m;1
3;Tiam;m;1
3;Tino;m;1
3;Tommy;m;1
3;Tony;m;1
3;Vince;m;1
3;Yahya;m;1
3;Yunis;m;1
3;Yuri;m;1
3;Zain;m;1
3;Zeyd;m;1
3;Zion;m;1
2;Maria;w;4
2;Amalia;w;3
2;Aroha;w;3
2;Carlotta;w;3
2;Erika;w;3
2;Eva;w;3
2;Gabriele;w;3
2;Alois;m;3
2;Gerti;w;3
2;Andreas;m;3
2;Helene;w;3
2;Arslan;m;3
2;Johanna;w;3
2;Christoph;m;3
2;Klara;w;3
2;Cornelius;m;3
2;Lea;w;3
2;Emil;m;3
2;Petra;w;3
2;Felix;m;3
2;Pia;w;3
2;Ferdinand;m;3
2;Therese;w;3
2;Frederik;m;3
2;Helmut;m;3
2;Jan;m;3
2;Joachim;m;3
2;Junior;m;3
2;Leo;m;3
2;Leonard;m;3
2;Leopold;m;3
2;Louis;m;3
2;Martin;m;3
2;Mohamed;m;3
2;Oskar;m;3
2;Otto;m;3
2;Sebastian;m;3
2;Severin;m;3
2;Viktor;m;3
2;Werner;m;3
2;Yibekal;m;3
2;Agnes;w;2
2;Ahmed;w;2
2;Aleksandrova;w;2
2;Alma;w;2
2;Alva;w;2
2;Alya;w;2
2;Amine;w;2
2;Amira;w;2
2;Ana;w;2
2;Angelika;w;2
2;Angelina;w;2
2;Ani;w;2
2;Anita;w;2
2;Annabelle;w;2
2;Anouk;w;2
2;Antonie;w;2
2;Asel;w;2
2;Aya;w;2
2;Berfin;w;2
2;Cataleya;w;2
2;Cennet;w;2
2;Chloé;w;2
2;Christa;w;2
2;Cleo;w;2
2;Cordula;w;2
2;Cornelia;w;2
2;Danielle;w;2
2;Diana;w;2
2;Eda;w;2
2;Eliana;w;2
2;Elina;w;2
2;Elza;w;2
2;Emely;w;2
2;Emine;w;2
2;Emmi;w;2
2;Fabienne;w;2
2;Felicia;w;2
2;Adriano;m;2
2;Fendi;w;2
2;Ahmad;m;2
2;Florence;w;2
2;Akif;m;2
2;Florine;w;2
2;Alexandru;m;2
2;Franka;w;2
2;Alfred;m;2
2;Freya;w;2
2;Amadeus;m;2
2;Fritzi;w;2
2;Amaro;m;2
2;Hailey;w;2
2;Amir;m;2
2;Hanne;w;2
2;Andrei;m;2
2;Helen;w;2
2;Angelo;m;2
2;Helga;w;2
2;Angelov;m;2
2;Helén;w;2
2;Arvid;m;2
2;Hope;w;2
2;Ata;m;2
2;Hüma;w;2
2;Aurel;m;2
2;Ilayda;w;2
2;Aurelio;m;2
2;Indira;w;2
2;Aydin;m;2
2;Inge;w;2
2;Baran;m;2
2;Ingrid;w;2
2;Berat;m;2
2;Ioanna;w;2
2;Bernhard;m;2
2;Iris;w;2
2;Bodo;m;2
2;Ivy;w;2
2;Boran;m;2
2;Jamila;w;2
2;Bosse;m;2
2;Jane;w;2
2;Béla;m;2
2;Joleen;w;2
2;Calogero;m;2
2;Joline;w;2
2;Cemal;m;2
2;Josephin;w;2
2;Chris;m;2
2;Julienne;w;2
2;Collin;m;2
2;June;w;2
2;Cuma;m;2
2;Karolina;w;2
2;Dariusz;m;2
2;Katarzyna;w;2
2;Dawid;m;2
2;Kerstin;w;2
2;Denisov;m;2
2;Krasimirova;w;2
2;Dennis;m;2
2;Kristin;w;2
2;Eduard;m;2
2;Kristina;w;2
2;Emiliano;m;2
2;Käthe;w;2
2;Eneas;m;2
2;Laila;w;2
2;Etienne;m;2
2;Lavin;w;2
2;Eymen;m;2
2;Lee;w;2
2;Ezra;m;2
2;Lena;w;2
2;Fekadu;m;2
2;Lene;w;2
2;Fiete;m;2
2;Leona;w;2
2;Fridolin;m;2
2;Leonora;w;2
2;Frimpong;m;2
2;Lili;w;2
2;Furkan;m;2
2;Liliana;w;2
2;Gaetano;m;2
2;Linh;w;2
2;Georgiev;m;2
2;Linn;w;2
2;Gero;m;2
2;Linnea;w;2
2;Guy;m;2
2;Lisbeth;w;2
2;Günther;m;2
2;Liz;w;2
2;Hadi;m;2
2;Lotte;w;2
2;Hannibal;m;2
2;Lovisa;w;2
2;Haydar;m;2
2;Lu;w;2
2;Helmut;m;2
2;Lydia;w;2
2;Hennes;m;2
2;Madlen;w;2
2;Holger;m;2
2;Mai;w;2
2;Hubertus;m;2
2;Maivi;w;2
2;Ibrahim;m;2
2;Malika;w;2
2;Ilay;m;2
2;Mar;w;2
2;Iliev;m;2
2;Margaretha;w;2
2;Ilja;m;2
2;Margarethe;w;2
2;Jacob;m;2
2;Marina;w;2
2;Jamie;m;2
2;Mariposa;w;2
2;Jannis;m;2
2;Marlen;w;2
2;Jay;m;2
2;Marlina;w;2
2;Jean;m;2
2;Marline;w;2
2;Jerome;m;2
2;Mary;w;2
2;Jesper;m;2
2;Maxine;w;2
2;Joaquin;m;2
2;Maya;w;2
2;John;m;2
2;Melanie;w;2
2;Jonte;m;2
2;Melina;w;2
2;Jordan;m;2
2;Melody;w;2
2;Josua;m;2
2;Michaela;w;2
2;Jörg;m;2
2;Milena;w;2
2;Jürgen;m;2
2;Mimi;w;2
2;Kai;m;2
2;Mira;w;2
2;Kuno;m;2
2;Miriam;w;2
2;Kurt;m;2
2;Monika;w;2
2;Lam;m;2
2;Naima;w;2
2;Lauri;m;2
2;Nika;w;2
2;Leandro;m;2
2;Noemi;w;2
2;Lee;m;2
2;Noura;w;2
2;Leif;m;2
2;Nova;w;2
2;Lenn;m;2
2;Philia;w;2
2;Lennart;m;2
2;Rahel;w;2
2;Lenny;m;2
2;Ramona;w;2
2;Leonidas;m;2
2;Rebecca;w;2
2;Leroy;m;2
2;Ria;w;2
2;Lias;m;2
2;Robin;w;2
2;Lionel;m;2
2;Ronja;w;2
2;Lorenzo;m;2
2;Rosie;w;2
2;Loris;m;2
2;Saad;w;2
2;Lou;m;2
2;Sahra;w;2
2;Mael;m;2
2;Sare;w;2
2;Marius;m;2
2;Sayime;w;2
2;Markus;m;2
2;Selin;w;2
2;Marlo;m;2
2;Sinai;w;2
2;Massimo;m;2
2;Sol;w;2
2;Matheo;m;2
2;Stefania;w;2
2;Mathias;m;2
2;Tara;w;2
2;Mattes;m;2
2;Thalia;w;2
2;Matthew;m;2
2;Theodora;w;2
2;Michele;m;2
2;Tiara;w;2
2;Mike;m;2
2;Ursel;w;2
2;Miro;m;2
2;Vanessa;w;2
2;Mohammed;m;2
2;Vladimirovna;w;2
2;Musab;m;2
2;Zahra;w;2
2;Nalu;m;2
2;Zeynep;w;2
2;Nathaniel;m;2
2;Zoé;w;2
2;Nenad;m;2
2;Özlem;w;2
2;Neo;m;2
2;Nesta;m;2
2;Nguyen;m;2
2;Nikolai;m;2
2;Nikolaj;m;2
2;Nils;m;2
2;Nima;m;2
2;Norbert;m;2
2;Noé;m;2
2;Osei;m;2
2;Parker;m;2
2;Pascal;m;2
2;Philippe;m;2
2;Pierre;m;2
2;Piotr;m;2
2;Quinn;m;2
2;Rahman;m;2
2;Rasmus;m;2
2;Rene;m;2
2;Roland;m;2
2;Rolf;m;2
2;Ruben;m;2
2;Salim;m;2
2;Sam;m;2
2;Selim;m;2
2;Siegfried;m;2
2;Stefanov;m;2
2;Stellan;m;2
2;Sören;m;2
2;Süleyman;m;2
2;Thiago;m;2
2;Thor;m;2
2;Timo;m;2
2;Timur;m;2
2;Titus;m;2
2;Tommy;m;2
2;Toni;m;2
2;Turan;m;2
2;Ulrich;m;2
2;Umeyr;m;2
2;Urs;m;2
2;Uwe;m;2
2;Viktor;m;2
2;Wahab;m;2
2;Werner;m;2
2;Wolfgang;m;2
2;Yigit;m;2
2;Zacharias;m;2
2;Zayn;m;2
2;Zlatan;m;2
2;Abigail;w;1
2;Adele;w;1
2;Aida;w;1
2;Aino;w;1
2;Aişe;w;1
2;Alana;w;1
2;Alenia;w;1
2;Alin;w;1
2;Aliye;w;1
2;Almina;w;1
2;Almira;w;1
2;Amine;w;1
2;Ana;w;1
2;Andreea;w;1
2;Anissa;w;1
2;Annalena;w;1
2;Antonina;w;1
2;Arianna;w;1
2;Arielle;w;1
2;Aryana;w;1
2;Ashley;w;1
2;Asli;w;1
2;Assiya;w;1
2;Awa;w;1
2;Ayana;w;1
2;Ayat;w;1
2;Ayda;w;1
2;Ayça;w;1
2;Aïcha;w;1
2;Basma;w;1
2;Beatriz;w;1
2;Beren;w;1
2;Berenike;w;1
2;Berfin;w;1
2;Betül;w;1
2;Brianna;w;1
2;Adar;m;1
2;Carmen;w;1
2;Adil;m;1
2;Cecilia;w;1
2;Ahmad;m;1
2;Christa;w;1
2;Akram;m;1
2;Clea;w;1
2;Aleks;m;1
2;Clementine;w;1
2;Alend;m;1
2;Cléa;w;1
2;Alessandro;m;1
2;Coralie;w;1
2;Alexandros;m;1
2;Dalia;w;1
2;Alexis;m;1
2;Dana;w;1
2;Aljoscha;m;1
2;Daniella;w;1
2;Altay;m;1
2;Darija;w;1
2;Amar;m;1
2;Deborah;w;1
2;Anel;m;1
2;Delina;w;1
2;Angelos;m;1
2;Derin;w;1
2;Anh;m;1
2;Derya;w;1
2;Anthony;m;1
2;Dila;w;1
2;Aren;m;1
2;Dilara;w;1
2;Ariel;m;1
2;Donya;w;1
2;Arijan;m;1
2;Duha;w;1
2;Arin;m;1
2;Dunya;w;1
2;Arion;m;1
2;Ebba;w;1
2;Aris;m;1
2;Eflin;w;1
2;Arne;m;1
2;Eftelya;w;1
2;Arvid;m;1
2;Elaine;w;1
2;Arvin;m;1
2;Elanur;w;1
2;Arwin;m;1
2;Elara;w;1
2;Atila;m;1
2;Eleanor;w;1
2;Aurel;m;1
2;Eleyna;w;1
2;Aurelian;m;1
2;Elia;w;1
2;Ayan;m;1
2;Elida;w;1
2;Ayhan;m;1
2;Elinor;w;1
2;Ben-Luca;m;1
2;Elis;w;1
2;Berat;m;1
2;Elizabeth;w;1
2;Birhat;m;1
2;Ellen;w;1
2;Björn;m;1
2;Ellie;w;1
2;Brian;m;1
2;Elodie;w;1
2;Caio;m;1
2;Ema;w;1
2;Cesur;m;1
2;Emanuela;w;1
2;Charly;m;1
2;Enni;w;1
2;Christopher;m;1
2;Esin;w;1
2;Christos;m;1
2;Eslina;w;1
2;Connor;m;1
2;Esma;w;1
2;Cosimo;m;1
2;Evelin;w;1
2;Cosmo;m;1
2;Evelina;w;1
2;Cristiano;m;1
2;Evi;w;1
2;Danilo;m;1
2;Fabienne;w;1
2;Davin;m;1
2;Farah;w;1
2;Dayan;m;1
2;Fatma;w;1
2;Dennis;m;1
2;Fee;w;1
2;Diar;m;1
2;Felicitas;w;1
2;Dima;m;1
2;Feyza;w;1
2;Edoardo;m;1
2;Fiene;w;1
2;Eduard;m;1
2;Filipa;w;1
2;Efe;m;1
2;Filippa;w;1
2;Ege;m;1
2;Flavia;w;1
2;Ekrem;m;1
2;Giada;w;1
2;Elay;m;1
2;Gina;w;1
2;Elham;m;1
2;Grace;w;1
2;Elvir;m;1
2;Grete;w;1
2;Emiliano;m;1
2;Hanne;w;1
2;Enis;m;1
2;Haya;w;1
2;Eray;m;1
2;Hedda;w;1
2;Erol;m;1
2;Heidi;w;1
2;Ertuğrul;m;1
2;Hope;w;1
2;Etienne;m;1
2;Iben;w;1
2;Evan;m;1
2;Inas;w;1
2;Eyano;m;1
2;Inci;w;1
2;Eyüp;m;1
2;Inga;w;1
2;Felipe;m;1
2;Inna;w;1
2;Fenno;m;1
2;Ipek;w;1
2;Filippo;m;1
2;İpek;w;1
2;Fitz;m;1
2;İrem;w;1
2;Frank;m;1
2;Irina;w;1
2;Fred;m;1
2;Iris;w;1
2;Frederic;m;1
2;Irma;w;1
2;Georg;m;1
2;Isalie;w;1
2;Georgi;m;1
2;Ivanka;w;1
2;Gianluca;m;1
2;Ivy;w;1
2;Giovanni;m;1
2;Jade;w;1
2;Gregory;m;1
2;Jamila;w;1
2;Hamid;m;1
2;Jannat;w;1
2;Hammam;m;1
2;Jara;w;1
2;Hanno;m;1
2;Jenia;w;1
2;Harun;m;1
2;Jette;w;1
2;Helge;m;1
2;Jil;w;1
2;Henk;m;1
2;Jola;w;1
2;Husein;m;1
2;Joleen;w;1
2;Hussein;m;1
2;Jona;w;1
2;Hüseyin;m;1
2;Josefin;w;1
2;Igor;m;1
2;Josephina;w;1
2;Ilhan;m;1
2;Josie;w;1
2;Imran;m;1
2;Joséphine;w;1
2;Isaiah;m;1
2;Judith;w;1
2;Jakov;m;1
2;Karina;w;1
2;James;m;1
2;Karolina;w;1
2;Jamilio;m;1
2;Khadija;w;1
2;Jamiro;m;1
2;Kiera;w;1
2;Janne;m;1
2;Kimberly;w;1
2;Janno;m;1
2;Kübra;w;1
2;Jarno;m;1
2;Laila;w;1
2;Jasin;m;1
2;Lanea;w;1
2;Jean;m;1
2;Lavina;w;1
2;Jimi;m;1
2;Lea-Sophie;w;1
2;Joe;m;1
2;Lenya;w;1
2;Johnny;m;1
2;Leticia;w;1
2;Joko;m;1
2;Levke;w;1
2;Jon;m;1
2;Lieselotte;w;1
2;Jori;m;1
2;Lillian;w;1
2;Jorin;m;1
2;Lilya;w;1
2;Joscha;m;1
2;Linnéa;w;1
2;Joschua;m;1
2;Lisann;w;1
2;János;m;1
2;Liyana;w;1
2;Kacper;m;1
2;Liz;w;1
2;Kai;m;1
2;Loni;w;1
2;Kasimir;m;1
2;Luciana;w;1
2;Kaspar;m;1
2;Luzi;w;1
2;Kasper;m;1
2;Luzie;w;1
2;Kaya;m;1
2;Léa;w;1
2;Kayan;m;1
2;Maida;w;1
2;Khoder;m;1
2;Malea;w;1
2;Kirill;m;1
2;Malika;w;1
2;Kolja;m;1
2;Mari;w;1
2;Konstantinos;m;1
2;Mariem;w;1
2;Kyan;m;1
2;Martina;w;1
2;Laith;m;1
2;Masal;w;1
2;Lawand;m;1
2;Medeea;w;1
2;Lenni;m;1
2;Melanie;w;1
2;Lenno;m;1
2;Melodi;w;1
2;Lennon;m;1
2;Mercy;w;1
2;Leno;m;1
2;Meriam;w;1
2;Leroy;m;1
2;Merve;w;1
2;Levy;m;1
2;Michelle;w;1
2;Lior;m;1
2;Midori;w;1
2;Lorik;m;1
2;Mika;w;1
2;Louie;m;1
2;Milay;w;1
2;Lovis;m;1
2;Milica;w;1
2;Luk;m;1
2;Millie;w;1
2;Mahmut;m;1
2;Milou;w;1
2;Mahyar;m;1
2;Mine;w;1
2;Maik;m;1
2;Minh;w;1
2;Mailo;m;1
2;Mio;w;1
2;Manu;m;1
2;Nada;w;1
2;Marco;m;1
2;Nafisa;w;1
2;Marek;m;1
2;Narin;w;1
2;Mario;m;1
2;Nazar;w;1
2;Marius;m;1
2;Neda;w;1
2;Markus;m;1
2;Nelli;w;1
2;Marten;m;1
2;Neriman;w;1
2;Matej;m;1
2;Nica;w;1
2;Mateja;m;1
2;Niki;w;1
2;Mathis;m;1
2;Nisa-Nur;w;1
2;Matias;m;1
2;Noelia;w;1
2;Mattheo;m;1
2;Nola;w;1
2;Maurice;m;1
2;Nova;w;1
2;Maurizio;m;1
2;Nura;w;1
2;Maxime;m;1
2;Olga;w;1
2;Maël;m;1
2;Olina;w;1
2;Medin;m;1
2;Oliwia;w;1
2;Melih;m;1
2;Ophelia;w;1
2;Melvin;m;1
2;Paulien;w;1
2;Merlin;m;1
2;Rahel;w;1
2;Milow;m;1
2;Rahela;w;1
2;Mino;m;1
2;Rana;w;1
2;Mirac;m;1
2;Raya;w;1
2;Mirhat;m;1
2;Rebeca;w;1
2;Miro;m;1
2;Ria;w;1
2;Moses;m;1
2;Rieke;w;1
2;Muhammet;m;1
2;Rim;w;1
2;Musab;m;1
2;Rita;w;1
2;Mylo;m;1
2;Rojin;w;1
2;Navid;m;1
2;Rosemarie;w;1
2;Nebi;m;1
2;Runa;w;1
2;Neldi;m;1
2;Sabina;w;1
2;Nicklas;m;1
2;Sahar;w;1
2;Nik;m;1
2;Selena;w;1
2;Nikan;m;1
2;Serena;w;1
2;Noa;m;1
2;Sidra;w;1
2;Norik;m;1
2;Sıla;w;1
2;Oliwier;m;1
2;Sila;w;1
2;Osman;m;1
2;Silvana;w;1
2;Otto;m;1
2;Sirin;w;1
2;Paolo;m;1
2;Sofie;w;1
2;Pau;m;1
2;Soraya;w;1
2;Pit;m;1
2;Su;w;1
2;Pius;m;1
2;Suki;w;1
2;Prince;m;1
2;Tala;w;1
2;Quentin;m;1
2;Teresa;w;1
2;Ravel;m;1
2;Thalea;w;1
2;Rayen;m;1
2;Theda;w;1
2;Rian;m;1
2;Tiana;w;1
2;Ridwan;m;1
2;Tiara;w;1
2;Rivan;m;1
2;Vincenza;w;1
2;Rocco;m;1
2;Viona;w;1
2;Rodi;m;1
2;Wanda;w;1
2;Roman;m;1
2;Yade;w;1
2;Romeo;m;1
2;Yasmina;w;1
2;Roni;m;1
2;Ylvi;w;1
2;Safwan;m;1
2;Zofia;w;1
2;Samuele;m;1
2;Zoë;w;1
2;Sercan;m;1
2;Seyit;m;1
2;Seyyid;m;1
2;Shayan;m;1
2;Simeon;m;1
2;Siraj;m;1
2;Stefanos;m;1
2;Stephan;m;1
2;Suleiman;m;1
2;Taavi;m;1
2;Tamino;m;1
2;Tamme;m;1
2;Tavi;m;1
2;Tayler;m;1
2;Teim;m;1
2;Teo;m;1
2;Thees;m;1
2;Thiago;m;1
2;Tian;m;1
2;Til;m;1
2;Tillmann;m;1
2;Timothy;m;1
2;Tore;m;1
2;Tyler;m;1
2;Tyson;m;1
2;Valentino;m;1
2;Victor;m;1
2;Wiktor;m;1
2;Willem;m;1
2;Wim;m;1
2;Xaver;m;1
2;Xavier;m;1
2;Yakup;m;1
2;Yanis;m;1
2;Yannik;m;1
2;Yannis;m;1
2;Yavuz;m;1
2;Yosef;m;1
2;Yves;m;1
2;Zagros;m;1
2;Zakaria;m;1
2;Zayd;m;1
2;Zayn;m;1
2;Ziyad;m;1
2;Zoran;m;1
2;Özgür;m;1
1;Nicolaus;m;6
1;Ghislain;w;6
1;Binsuleyman;m;5
1;Elisabeth;w;5
1;Jürgen;m;5
1;Janina;w;5
1;Maria;m;5
1;Marie;w;5
1;Theodor;m;5
1;Osima;w;5
1;Telaviva;w;5
1;Alex;m;4
1;Attaalla;m;4
1;Angelika;w;4
1;Benedikt;m;4
1;Anita;w;4
1;Binömer;m;4
1;Annamaria;w;4
1;Blacky;m;4
1;Annegret;w;4
1;Dennis;m;4
1;Annie;w;4
1;Dieter;m;4
1;Annika;w;4
1;Eckart;m;4
1;Ava;w;4
1;Elaref;m;4
1;Barbara;w;4
1;Elsayed;m;4
1;Berinyuy;w;4
1;Fritz;m;4
1;Dulcie;w;4
1;Georg;m;4
1;Eleonora;w;4
1;Janosch;m;4
1;Evelyn;w;4
1;Josef;m;4
1;Fouda;w;4
1;Julius;m;4
1;Isabelle;w;4
1;Kristjan;m;4
1;Jorinde;w;4
1;Manfred;m;4
1;Ladislava;w;4
1;Matthias;m;4
1;Luna;w;4
1;Maximilian;m;4
1;Madeleine;w;4
1;Michael;m;4
1;Sophie;w;4
1;Sebastian;m;4
1;Viktoria;w;4
1;Theobald;m;4
1;Abdualnasir;w;3
1;Agathe;w;3
1;Agnès;w;3
1;Ahmed;w;3
1;Aimée;w;3
1;Alba;w;3
1;Alexandra;w;3
1;Alice;w;3
1;Allyn;w;3
1;Amba;w;3
1;Amunet;w;3
1;Anita;w;3
1;Anne;w;3
1;Anneliese;w;3
1;Annette;w;3
1;Antonia;w;3
1;Augusta;w;3
1;Aurélie;w;3
1;Aaron;m;3
1;Barbara;w;3
1;Aathi;m;3
1;Bella;w;3
1;Adam;m;3
1;Beltane;w;3
1;Adomako;m;3
1;Berenike;w;3
1;Akbar;m;3
1;Beretchissou;w;3
1;Albano;m;3
1;Bertha;w;3
1;Alexis;m;3
1;Betty;w;3
1;Alfons;m;3
1;Birgitt;w;3
1;Alfred;m;3
1;Brgitte;w;3
1;Ali;m;3
1;Caroline;w;3
1;Ander;m;3
1;Cataleya;w;3
1;Andrew;m;3
1;Charlotte;w;3
1;André;m;3
1;Chibsah;w;3
1;Angelo;m;3
1;Chloe;w;3
1;Anis;m;3
1;Christa;w;3
1;Ansah;m;3
1;Christel;w;3
1;Antonius;m;3
1;Clara;w;3
1;Arie;m;3
1;Claudia;w;3
1;Asiedu;m;3
1;Cleo;w;3
1;Atanasova;m;3
1;Coco;w;3
1;Atef;m;3
1;Colonia;w;3
1;August;m;3
1;Crescentia;w;3
1;Augusto;m;3
1;Cäcilia;w;3
1;Aurelio;m;3
1;Cécile;w;3
1;Ayori;m;3
1;Dahlia;w;3
1;Azrail;m;3
1;Dakhil;w;3
1;Bernard;m;3
1;Delphine;w;3
1;Binmurad;m;3
1;Disney;w;3
1;Bo;m;3
1;Dora;w;3
1;Broni;m;3
1;Edith;w;3
1;Cabading;m;3
1;Elisa;w;3
1;Can;m;3
1;Elise;w;3
1;Carl;m;3
1;Ella;w;3
1;Carlo;m;3
1;Ellinor;w;3
1;Carlos;m;3
1;Elsa;w;3
1;Clair;m;3
1;Elvira;w;3
1;Claus;m;3
1;Emily;w;3
1;Constantin;m;3
1;Epiphanie;w;3
1;Cristiyan;m;3
1;Eugenia;w;3
1;Darek;m;3
1;Eugenie;w;3
1;Dieter;m;3
1;Fares;w;3
1;Din;m;3
1;Fatma;w;3
1;Dominic;m;3
1;Felicia;w;3
1;Dominik;m;3
1;Florence;w;3
1;Donan;m;3
1;Françoise;w;3
1;Drax;m;3
1;Fritzi;w;3
1;Ebuka;m;3
1;Gabi;w;3
1;Edgar;m;3
1;Gabriela;w;3
1;Elegua;m;3
1;Gabrielle;w;3
1;Elmar;m;3
1;Gamora;w;3
1;Emmanuel;m;3
1;Gaëtane;w;3
1;Erich;m;3
1;Geeske;w;3
1;Eros;m;3
1;Gemma;w;3
1;Eugen;m;3
1;Grace;w;3
1;Evan;m;3
1;Gundel;w;3
1;Ezechiel;m;3
1;Haider;w;3
1;Fatih;m;3
1;Harriet;w;3
1;Federiko;m;3
1;Heide;w;3
1;Feyera;m;3
1;Heidi;w;3
1;Francisco;m;3
1;Hilde;w;3
1;Franz;m;3
1;Ilaria;w;3
1;Friedrich-Wilhelm;m;3
1;Ilona;w;3
1;Fritz;m;3
1;Inge;w;3
1;Gawyn;m;3
1;Inok;w;3
1;Georges;m;3
1;Irena;w;3
1;Gerhard;m;3
1;Irene;w;3
1;Greta;m;3
1;Isabel;w;3
1;Gunter;m;3
1;Isabella;w;3
1;Gustav;m;3
1;Isabelle;w;3
1;Harald;m;3
1;Isalie;w;3
1;Hassan;m;3
1;James;w;3
1;Hazim;m;3
1;Jeannette;w;3
1;Heinz;m;3
1;Jo;w;3
1;Helge;m;3
1;Josie;w;3
1;Henri;m;3
1;Juliana;w;3
1;Herbert;m;3
1;Jumaa;w;3
1;Hieronymus;m;3
1;Karin;w;3
1;Hubert;m;3
1;Karla;w;3
1;Hung;m;3
1;Karlotta;w;3
1;Ibrahim;m;3
1;Kawa;w;3
1;Inyan;m;3
1;Kerstin;w;3
1;Isidor;m;3
1;Kitoko;w;3
1;Jakob;m;3
1;Koei;w;3
1;Jakub;m;3
1;Kou;w;3
1;Jarle;m;3
1;Lara;w;3
1;Jeremia;m;3
1;Lena;w;3
1;Jobe;m;3
1;Lieselotte;w;3
1;Joe;m;3
1;Linh;w;3
1;Johannes;m;3
1;Linnéa;w;3
1;Joko;m;3
1;Lisanne;w;3
1;Jonathan;m;3
1;Liselotte;w;3
1;Julius;m;3
1;Loredana;w;3
1;Juri;m;3
1;Lorena;w;3
1;Juvenao;m;3
1;Lotta;w;3
1;Jürgen;m;3
1;Louise;w;3
1;Karl;m;3
1;Lucia;w;3
1;Karsten;m;3
1;Luna;w;3
1;Kemlin;m;3
1;Mai-Lan;w;3
1;Kilian;m;3
1;Malaika;w;3
1;Konrad;m;3
1;Malala;w;3
1;Krystian;m;3
1;Malou;w;3
1;Kurt;m;3
1;Margaret;w;3
1;Kurtie;m;3
1;Margareta;w;3
1;Laurent;m;3
1;Margarete;w;3
1;Leander;m;3
1;Margitta;w;3
1;Lincoln;m;3
1;Marielle;w;3
1;Lino;m;3
1;Marije;w;3
1;Lorenzo;m;3
1;Martha;w;3
1;Lothar;m;3
1;Martie;w;3
1;Luis;m;3
1;Mathea;w;3
1;Lukas;m;3
1;Mathilda;w;3
1;Luke;m;3
1;Mathilde;w;3
1;Lysander;m;3
1;Matilda;w;3
1;Léonard;m;3
1;Mawussi;w;3
1;Magnus;m;3
1;Maxima;w;3
1;Manuel;m;3
1;Maya;w;3
1;Marco;m;3
1;Melanie;w;3
1;Maternus;m;3
1;Melody;w;3
1;Matheo;m;3
1;Miandra;w;3
1;Matteo;m;3
1;Milaine;w;3
1;Matthias;m;3
1;Mili;w;3
1;Maurice;m;3
1;Milla;w;3
1;Mavi;m;3
1;Mirena;w;3
1;Metz;m;3
1;Monika;w;3
1;Michael;m;3
1;Nadia;w;3
1;Mihaylov;m;3
1;Natalie;w;3
1;Modesto;m;3
1;Nathalie;w;3
1;Muharrem;m;3
1;Nhyira;w;3
1;Munyemana;m;3
1;Nicole;w;3
1;Murad;m;3
1;Nika;w;3
1;Myles;m;3
1;Niki;w;3
1;Nael;m;3
1;Nurhan;w;3
1;Nam;m;3
1;Odilia;w;3
1;Nasibullo;m;3
1;Osamuyimen;w;3
1;Naél;m;3
1;Paloma;w;3
1;Nelson;m;3
1;Patricia;w;3
1;Nenad;m;3
1;Paula;w;3
1;Nepomuk;m;3
1;Pauline;w;3
1;Nghia;m;3
1;Petronella;w;3
1;Nico;m;3
1;Plasma;w;3
1;Niklas;m;3
